# Site: canadaOBS
# Categories:
# 0. too dark
# 1. no snow
# 2. snow
timestamp,label
2017-02-27 11:31:35,snow
2017-04-06 12:31:28,snow
2017-05-15 05:31:27,no snow
2017-05-15 22:01:23,too dark
2017-05-17 11:31:39,no snow
2017-05-18 13:01:54,no snow
2017-05-22 22:01:23,too dark
2017-05-23 11:31:27,no snow
2017-05-23 12:01:31,no snow
2017-06-01 15:01:29,no snow
2017-06-02 06:31:27,no snow
2017-06-10 13:01:28,no snow
2017-06-15 07:01:28,no snow
2017-07-09 08:31:30,no snow
2017-07-24 09:01:26,no snow
2017-09-04 04:01:23,too dark
2017-09-10 12:01:30,no snow
2017-10-09 08:31:27,no snow
2017-10-18 12:01:30,no snow
2017-10-19 08:32:18,no snow
2017-10-19 12:01:32,no snow
2017-10-22 09:31:29,no snow
2017-10-26 06:01:23,too dark
2017-11-11 11:01:29,snow
2017-11-23 04:01:22,too dark
2017-12-08 04:01:22,too dark
2017-12-25 16:01:45,snow
2018-01-04 17:01:49,snow
2018-02-05 07:01:49,too dark
2018-02-18 19:31:24,too dark
2018-02-20 15:01:39,snow
2018-04-08 06:03:02,snow
2018-04-11 08:31:32,snow
2018-04-18 05:01:23,too dark
2018-04-23 21:01:24,too dark
2018-05-06 07:31:26,no snow
2018-05-14 09:31:25,no snow
2018-06-17 17:31:29,no snow
2018-06-18 11:31:32,no snow
2018-06-20 09:01:31,no snow
2018-06-22 15:01:28,no snow
2018-06-27 05:01:24,no snow
2018-07-14 13:01:26,no snow
2018-08-10 20:31:27,no snow
2018-08-27 12:31:29,no snow
2018-08-28 08:33:01,no snow
2018-10-21 15:01:31,no snow
2018-11-05 09:03:01,snow
2018-11-18 19:31:25,too dark
2018-11-28 14:01:34,snow
2018-12-04 12:01:35,snow
2018-12-07 11:01:34,snow
2018-12-23 14:01:29,snow
2018-12-25 08:31:24,too dark
2019-01-07 22:01:16,too dark
2019-02-09 21:33:01,too dark
2019-02-22 09:01:12,snow
2019-03-05 12:31:12,snow
2019-03-07 08:01:11,snow
2019-04-10 20:01:15,snow
2019-04-25 19:01:15,no snow
2019-05-03 07:31:12,snow
2019-05-15 20:01:12,no snow
2019-05-27 09:31:13,no snow
2019-06-15 20:01:10,no snow
2019-06-19 06:31:12,no snow
2019-06-26 16:01:13,no snow
2019-07-19 13:31:13,no snow
2019-07-26 06:31:15,no snow
2019-08-01 13:01:13,no snow
2019-08-02 12:01:14,no snow
2019-08-06 21:31:13,too dark
2019-08-18 17:31:14,no snow
2019-08-23 10:31:18,no snow
2019-09-04 17:01:13,no snow
2019-09-18 13:31:15,no snow
2019-09-21 08:01:14,no snow
2019-11-07 15:31:16,snow
2019-11-08 14:01:18,snow
2019-11-13 10:01:14,snow
2019-11-19 17:01:12,snow
2019-11-27 09:01:12,snow
2019-12-25 04:01:12,too dark
2020-01-03 15:01:18,snow
2020-01-05 17:31:14,too dark
2020-01-08 17:31:14,too dark
2020-01-31 07:31:15,too dark
2020-02-07 14:01:12,snow
2020-02-13 08:01:11,too dark
2020-02-13 08:31:13,snow
2020-02-20 16:01:14,no snow
2020-02-24 06:31:13,too dark
2020-02-24 18:31:15,snow
2020-03-01 04:01:16,too dark
2020-03-10 09:31:16,snow
2020-03-27 14:01:14,snow
2020-03-31 10:31:14,snow
2020-04-18 13:31:13,snow
2020-04-28 15:01:14,snow
2020-06-02 12:31:14,no snow
2020-06-07 09:01:20,no snow
2020-06-10 05:01:14,no snow
2020-06-28 09:01:17,no snow
2020-06-28 21:01:16,no snow
2020-07-02 06:01:13,no snow
2020-07-04 07:01:15,no snow
2020-07-07 16:31:19,no snow
